"name","state_initials"
IBIPEBA,BA
IBIPITANGA,BA
IBIQUERA,BA
IBIRAPITANGA,BA
IBIRAPUÃ,BA
IBIRATAIA,BA
IBITIARA,BA
IBITITÁ,BA
IBOTIRAMA,BA
ICHU,BA
IGAPORÃ,BA
IGRAPIÚNA,BA
IGUAÍ,BA
ILHÉUS,BA
INHAMBUPE,BA
IPECAETÁ,BA
IPIAÚ,BA
IPIRÁ,BA
IPUPIARA,BA
IRAJUBA,BA
IRAMAIA,BA
IRAQUARA,BA
IRARÁ,BA
IRECÊ,BA
ITABELA,BA
ITABERABA,BA
ITABUNA,BA
ITACARÉ,BA
ITAETÉ,BA
ITAGI,BA
ITAGIBÁ,BA
ITAGIMIRIM,BA
ITAGUAÇU DA BAHIA,BA
ITAJU DO COLÔNIA,BA
ITAJUÍPE,BA
ITAMARAJU,BA
ITAMARI,BA
ITAMBÉ,BA
ITANAGRA,BA
ITANHÉM,BA
ITAPARICA,BA
ITAPÉ,BA
ITAPEBI,BA
ITAPETINGA,BA
ITAPICURU,BA
ITAPITANGA,BA
ITAQUARA,BA
ITARANTIM,BA
ITATIM,BA
ITIRUÇU,BA
ITIÚBA,BA
ITORORÓ,BA
ITUAÇU,BA
ITUBERÁ,BA
IUIÚ,BA
JABORANDI,BA
JACARACI,BA
JACOBINA,BA
JAGUAQUARA,BA
JAGUARARI,BA
JAGUARIPE,BA
JANDAÍRA,BA
JEQUIÉ,BA
JEREMOABO,BA
JIQUIRIÇÁ,BA
JITAÚNA,BA
JOÃO DOURADO,BA
JUAZEIRO,BA
JUCURUÇU,BA
JUSSARA,BA
JUSSARI,BA
JUSSIAPE,BA
LAFAIETE COUTINHO,BA
LAGOA REAL,BA
LAJE,BA
LAJEDÃO,BA
LAJEDINHO,BA
LAJEDO DO TABOCAL,BA
LAMARÃO,BA
LAPÃO,BA
LAURO DE FREITAS,BA
LENÇÓIS,BA
LICÍNIO DE ALMEIDA,BA
LIVRAMENTO DE NOSSA SENHORA,BA
LUÍS EDUARDO MAGALHÃES,BA
MACAJUBA,BA
MACARANI,BA
MACAÚBAS,BA
MACURURÉ,BA
MADRE DE DEUS,BA
MAETINGA,BA
MAIQUINIQUE,BA
MAIRI,BA
MALHADA,BA
MALHADA DE PEDRAS,BA
MANOEL VITORINO,BA
MANSIDÃO,BA
MARACÁS,BA
MARAGOGIPE,BA
MARAÚ,BA
MARCIONÍLIO SOUZA,BA
MASCOTE,BA
MATA DE SÃO JOÃO,BA
MATINA,BA
MEDEIROS NETO,BA
MIGUEL CALMON,BA
MILAGRES,BA
MIRANGABA,BA
MIRANTE,BA
MONTE SANTO,BA
MORPARÁ,BA
MORRO DO CHAPÉU,BA
MORTUGABA,BA
MUCUGÊ,BA
MUCURI,BA
MULUNGU DO MORRO,BA
MUNDO NOVO,BA
MUNIZ FERREIRA,BA
MUQUÉM DE SÃO FRANCISCO,BA
MURITIBA,BA
MUTUÍPE,BA
NAZARÉ,BA
NILO PEÇANHA,BA
NORDESTINA,BA
NOVA CANAÃ,BA
NOVA FÁTIMA,BA
NOVA IBIÁ,BA
NOVA ITARANA,BA
NOVA REDENÇÃO,BA
NOVA SOURE,BA
NOVA VIÇOSA,BA
NOVO HORIZONTE,BA
NOVO TRIUNFO,BA
OLINDINA,BA
OLIVEIRA DOS BREJINHOS,BA
OURIÇANGAS,BA
OUROLÂNDIA,BA
PALMAS DE MONTE ALTO,BA
PALMEIRAS,BA
PARAMIRIM,BA
PARATINGA,BA
PARIPIRANGA,BA
PAU BRASIL,BA
PAULO AFONSO,BA
PÉ DE SERRA,BA
PEDRÃO,BA
PEDRO ALEXANDRE,BA
PIATÃ,BA
PILÃO ARCADO,BA
PINDAÍ,BA
PINDOBAÇU,BA
PINTADAS,BA
PIRAÍ DO NORTE,BA
PIRIPÁ,BA
PIRITIBA,BA
PLANALTINO,BA
PLANALTO,BA
POÇÕES,BA
POJUCA,BA
PONTO NOVO,BA
PORTO SEGURO,BA
POTIRAGUÁ,BA
PRADO,BA
PRESIDENTE DUTRA,BA
PRESIDENTE JÂNIO QUADROS,BA
PRESIDENTE TANCREDO NEVES,BA
QUEIMADAS,BA
QUIJINGUE,BA
QUIXABEIRA,BA
RAFAEL JAMBEIRO,BA
REMANSO,BA
RETIROLÂNDIA,BA
RIACHÃO DAS NEVES,BA
RIACHÃO DO JACUÍPE,BA
RIACHO DE SANTANA,BA
RIBEIRA DO AMPARO,BA
RIBEIRA DO POMBAL,BA
RIBEIRÃO DO LARGO,BA
RIO DE CONTAS,BA
RIO DO ANTÔNIO,BA
RIO DO PIRES,BA
RIO REAL,BA
RODELAS,BA
RUY BARBOSA,BA
SALINAS DA MARGARIDA,BA
SALVADOR,BA
SANTA BÁRBARA,BA
SANTA BRÍGIDA,BA
SANTA CRUZ CABRÁLIA,BA
SANTA CRUZ DA VITÓRIA,BA
SANTA INÊS,BA
SANTALUZ,BA
SANTA LUZIA,BA
SANTA MARIA DA VITÓRIA,BA
SANTANA,BA
SANTANÓPOLIS,BA
SANTA RITA DE CÁSSIA,BA
SANTA TERESINHA,BA
SANTO AMARO,BA
SANTO ANTÔNIO DE JESUS,BA
SANTO ESTÊVÃO,BA
SÃO DESIDÉRIO,BA
SÃO DOMINGOS,BA
SÃO FÉLIX,BA
SÃO FÉLIX DO CORIBE,BA
SÃO FELIPE,BA
SÃO FRANCISCO DO CONDE,BA
SÃO GABRIEL,BA
SÃO GONÇALO DOS CAMPOS,BA
SÃO JOSÉ DA VITÓRIA,BA
SÃO JOSÉ DO JACUÍPE,BA
SÃO MIGUEL DAS MATAS,BA
SÃO SEBASTIÃO DO PASSÉ,BA
SAPEAÇU,BA
SÁTIRO DIAS,BA
SAUBARA,BA
SAÚDE,BA
SEABRA,BA
SEBASTIÃO LARANJEIRAS,BA
SENHOR DO BONFIM,BA
SERRA DO RAMALHO,BA
SENTO SÉ,BA
SERRA DOURADA,BA
SERRA PRETA,BA
SERRINHA,BA
SERROLÂNDIA,BA
SIMÕES FILHO,BA
SÍTIO DO MATO,BA
SÍTIO DO QUINTO,BA
SOBRADINHO,BA
SOUTO SOARES,BA
TABOCAS DO BREJO VELHO,BA
TANHAÇU,BA
TANQUE NOVO,BA
TANQUINHO,BA
TAPEROÁ,BA
TAPIRAMUTÁ,BA
TEIXEIRA DE FREITAS,BA
TEODORO SAMPAIO,BA
TEOFILÂNDIA,BA
TEOLÂNDIA,BA
TERRA NOVA,BA
TREMEDAL,BA
TUCANO,BA
UAUÁ,BA
UBAÍRA,BA
UBAITABA,BA
UBATÃ,BA
UMBURANAS,BA
UNA,BA
URANDI,BA
URUÇUCA,BA
UTINGA,BA
VALENÇA,BA
VALENTE,BA
VÁRZEA DA ROÇA,BA
VÁRZEA DO POÇO,BA
VÁRZEA NOVA,BA
VARZEDO,BA
VERA CRUZ,BA
VEREDA,BA
VITÓRIA DA CONQUISTA,BA
WAGNER,BA
WANDERLEY,BA
WENCESLAU GUIMARÃES,BA
XIQUE-XIQUE,BA
ABADIA DOS DOURADOS,MG
ABAETÉ,MG
ABRE CAMPO,MG
ACAIACA,MG
AÇUCENA,MG
ÁGUA BOA,MG
ÁGUA COMPRIDA,MG
AGUANIL,MG
ÁGUAS FORMOSAS,MG
ÁGUAS VERMELHAS,MG
AIMORÉS,MG
AIURUOCA,MG
ALAGOA,MG
ALBERTINA,MG
ALÉM PARAÍBA,MG
ALFENAS,MG
ALFREDO VASCONCELOS,MG
ALMENARA,MG
ALPERCATA,MG
ALPINÓPOLIS,MG
ALTEROSA,MG
ALTO CAPARAÓ,MG
ALTO RIO DOCE,MG
ALVARENGA,MG
ALVINÓPOLIS,MG
ALVORADA DE MINAS,MG
AMPARO DO SERRA,MG
ANDRADAS,MG
CACHOEIRA DE PAJEÚ,MG
ANDRELÂNDIA,MG
ANGELÂNDIA,MG
ANTÔNIO CARLOS,MG
ANTÔNIO DIAS,MG
ANTÔNIO PRADO DE MINAS,MG
ARAÇAÍ,MG
ARACITABA,MG
ARAÇUAÍ,MG
ARAGUARI,MG
ARANTINA,MG
ARAPONGA,MG
ARAPORÃ,MG
ARAPUÁ,MG
ARAÚJOS,MG
ARAXÁ,MG
ARCEBURGO,MG
ARCOS,MG
AREADO,MG
ARGIRITA,MG
ARICANDUVA,MG
ARINOS,MG
ASTOLFO DUTRA,MG
ATALÉIA,MG
AUGUSTO DE LIMA,MG
BAEPENDI,MG
BALDIM,MG
BAMBUÍ,MG
BANDEIRA,MG
BANDEIRA DO SUL,MG
BARÃO DE COCAIS,MG
BARÃO DE MONTE ALTO,MG
BARBACENA,MG
BARRA LONGA,MG
BARROSO,MG
BELA VISTA DE MINAS,MG
BELMIRO BRAGA,MG
BELO HORIZONTE,MG
BELO ORIENTE,MG
BELO VALE,MG
BERILO,MG
BERTÓPOLIS,MG
BETIM,MG
BIAS FORTES,MG
BICAS,MG
BIQUINHAS,MG
BOA ESPERANÇA,MG
BOCAINA DE MINAS,MG
BOCAIÚVA,MG
BOM DESPACHO,MG
BOM JARDIM DE MINAS,MG
BOM JESUS DA PENHA,MG
BOM JESUS DO AMPARO,MG
BOM JESUS DO GALHO,MG
BOM REPOUSO,MG
BOM SUCESSO,MG
BONFIM,MG
BONFINÓPOLIS DE MINAS,MG
BONITO DE MINAS,MG
BORDA DA MATA,MG
BOTELHOS,MG
BOTUMIRIM,MG
BRASILÂNDIA DE MINAS,MG
BRASÍLIA DE MINAS,MG
BRÁS PIRES,MG
BRAÚNAS,MG
BRASÓPOLIS,MG
BRUMADINHO,MG
BUENO BRANDÃO,MG
BUENÓPOLIS,MG
BUGRE,MG
BURITIS,MG
BURITIZEIRO,MG
CABECEIRA GRANDE,MG
CABO VERDE,MG
CACHOEIRA DA PRATA,MG
CACHOEIRA DE MINAS,MG
CACHOEIRA DOURADA,MG
CAETANÓPOLIS,MG
CAETÉ,MG
CAIANA,MG
CAJURI,MG
CALDAS,MG
CAMACHO,MG
CAMANDUCAIA,MG
CAMBUÍ,MG
CAMBUQUIRA,MG
CAMPANÁRIO,MG
CAMPANHA,MG
CAMPESTRE,MG
CAMPINA VERDE,MG
CAMPO AZUL,MG
CAMPO BELO,MG
CAMPO DO MEIO,MG
CAMPO FLORIDO,MG
CAMPOS ALTOS,MG
CAMPOS GERAIS,MG
CANAÃ,MG
CANÁPOLIS,MG
CANA VERDE,MG
CANDEIAS,MG
CANTAGALO,MG
CAPARAÓ,MG
CAPELA NOVA,MG
CAPELINHA,MG
CAPETINGA,MG
CAPIM BRANCO,MG
CAPINÓPOLIS,MG
CAPITÃO ANDRADE,MG
CAPITÃO ENÉAS,MG
CAPITÓLIO,MG
CAPUTIRA,MG
CARAÍ,MG
CARANAÍBA,MG
CARANDAÍ,MG
CARANGOLA,MG
CARATINGA,MG
CARBONITA,MG
CAREAÇU,MG
CARLOS CHAGAS,MG
CARMÉSIA,MG
CARMO DA CACHOEIRA,MG
CARMO DA MATA,MG
CARMO DE MINAS,MG
CARMO DO CAJURU,MG
CARMO DO PARANAÍBA,MG
CARMO DO RIO CLARO,MG
CARMÓPOLIS DE MINAS,MG
CARNEIRINHO,MG
CARRANCAS,MG
CARVALHÓPOLIS,MG
CARVALHOS,MG
CASA GRANDE,MG
CASCALHO RICO,MG
CÁSSIA,MG
CONCEIÇÃO DA BARRA DE MINAS,MG
CATAGUASES,MG
CATAS ALTAS,MG
CATAS ALTAS DA NORUEGA,MG
CATUJI,MG
CATUTI,MG
CAXAMBU,MG
CEDRO DO ABAETÉ,MG
CENTRAL DE MINAS,MG
CENTRALINA,MG
CHÁCARA,MG
CHALÉ,MG
CHAPADA DO NORTE,MG
POMPÉU,MG
CHAPADA GAÚCHA,MG
CHIADOR,MG
CIPOTÂNEA,MG
CLARAVAL,MG
CLARO DOS POÇÕES,MG
CLÁUDIO,MG
COIMBRA,MG
COLUNA,MG
COMENDADOR GOMES,MG
COMERCINHO,MG
CONCEIÇÃO DA APARECIDA,MG
CONCEIÇÃO DAS PEDRAS,MG
CONCEIÇÃO DAS ALAGOAS,MG
CONCEIÇÃO DE IPANEMA,MG
CONCEIÇÃO DO MATO DENTRO,MG
CONCEIÇÃO DO PARÁ,MG
CONCEIÇÃO DO RIO VERDE,MG
CONCEIÇÃO DOS OUROS,MG
CÔNEGO MARINHO,MG
CONGONHAL,MG
CONGONHAS,MG
CONGONHAS DO NORTE,MG
CONQUISTA,MG
CONSELHEIRO LAFAIETE,MG
CONSELHEIRO PENA,MG
CONSOLAÇÃO,MG
CONTAGEM,MG
COQUEIRAL,MG
CORAÇÃO DE JESUS,MG
CORDISBURGO,MG
CORDISLÂNDIA,MG
CORINTO,MG
COROACI,MG
COROMANDEL,MG
CORONEL FABRICIANO,MG
CORONEL MURTA,MG
CORONEL PACHECO,MG
CORONEL XAVIER CHAVES,MG
CÓRREGO DANTA,MG
CÓRREGO DO BOM JESUS,MG
CÓRREGO FUNDO,MG
CÓRREGO NOVO,MG
COUTO DE MAGALHÃES DE MINAS,MG
CRISÓLITA,MG
CRISTAIS,MG
CRISTÁLIA,MG
CRISTIANO OTONI,MG
CRISTINA,MG
CRUCILÂNDIA,MG
CRUZEIRO DA FORTALEZA,MG
CRUZÍLIA,MG
CUPARAQUE,MG
CURRAL DE DENTRO,MG
CURVELO,MG
DATAS,MG
DELFIM MOREIRA,MG
DELFINÓPOLIS,MG
DELTA,MG
DESCOBERTO,MG
DESTERRO DE ENTRE RIOS,MG
DESTERRO DO MELO,MG
DIAMANTINA,MG
DIOGO DE VASCONCELOS,MG
DIONÍSIO,MG
DIVINÉSIA,MG
DIVINO,MG
DIVINO DAS LARANJEIRAS,MG
DIVINOLÂNDIA DE MINAS,MG
DIVINÓPOLIS,MG
DIVISA ALEGRE,MG
DIVISA NOVA,MG
DIVISÓPOLIS,MG
DOM BOSCO,MG
DOM CAVATI,MG
DOM JOAQUIM,MG
DOM SILVÉRIO,MG
DOM VIÇOSO,MG
DONA EUSÉBIA,MG
DORES DE CAMPOS,MG
DORES DE GUANHÃES,MG
DORES DO INDAIÁ,MG
DORES DO TURVO,MG
DORESÓPOLIS,MG
DOURADOQUARA,MG
DURANDÉ,MG
ELÓI MENDES,MG
ENGENHEIRO CALDAS,MG
ENGENHEIRO NAVARRO,MG
ENTRE FOLHAS,MG
ENTRE RIOS DE MINAS,MG
ERVÁLIA,MG
ESMERALDAS,MG
ESPERA FELIZ,MG
ESPINOSA,MG
ESPÍRITO SANTO DO DOURADO,MG
ESTIVA,MG
ESTRELA DALVA,MG
ESTRELA DO INDAIÁ,MG
ESTRELA DO SUL,MG
EUGENÓPOLIS,MG
EWBANK DA CÂMARA,MG
EXTREMA,MG
FAMA,MG
FARIA LEMOS,MG
FELÍCIO DOS SANTOS,MG
SÃO GONÇALO DO RIO PRETO,MG
FELISBURGO,MG
FELIXLÂNDIA,MG
FERNANDES TOURINHO,MG
FERROS,MG
FERVEDOURO,MG
FLORESTAL,MG
FORMIGA,MG
FORMOSO,MG
FORTALEZA DE MINAS,MG
FORTUNA DE MINAS,MG
FRANCISCO BADARÓ,MG
FRANCISCO DUMONT,MG
FRANCISCO SÁ,MG
FRANCISCÓPOLIS,MG
FREI GASPAR,MG
FREI INOCÊNCIO,MG
FREI LAGONEGRO,MG
FRONTEIRA,MG
FRONTEIRA DOS VALES,MG
FRUTA DE LEITE,MG
FRUTAL,MG
FUNILÂNDIA,MG
GALILÉIA,MG
GAMELEIRAS,MG
GLAUCILÂNDIA,MG
GOIABEIRA,MG
GOIANÁ,MG
GONÇALVES,MG
GONZAGA,MG
GOUVEIA,MG
GOVERNADOR VALADARES,MG
GRÃO MOGOL,MG
GRUPIARA,MG
GUANHÃES,MG
GUAPÉ,MG
GUARACIABA,MG
GUARACIAMA,MG
GUARANÉSIA,MG
GUARANI,MG
GUARARÁ,MG
GUARDA-MOR,MG
GUAXUPÉ,MG
GUIDOVAL,MG
GUIMARÂNIA,MG
GUIRICEMA,MG
GURINHATÃ,MG
HELIODORA,MG
IAPU,MG
IBERTIOGA,MG
IBIÁ,MG
IBIAÍ,MG
IBIRACATU,MG
IBIRACI,MG
IBIRITÉ,MG
IBITIÚRA DE MINAS,MG
IBITURUNA,MG
ICARAÍ DE MINAS,MG
IGARAPÉ,MG
IGARATINGA,MG
IGUATAMA,MG
IJACI,MG
ILICÍNEA,MG
IMBÉ DE MINAS,MG
INCONFIDENTES,MG
INDAIABIRA,MG
INDIANÓPOLIS,MG
INGAÍ,MG
INHAPIM,MG
INHAÚMA,MG
INIMUTABA,MG
IPABA,MG
IPANEMA,MG
IPATINGA,MG
IPIAÇU,MG
IPUIÚNA,MG
IRAÍ DE MINAS,MG
ITABIRA,MG
ITABIRINHA,MG
ITABIRITO,MG
ITACAMBIRA,MG
ITACARAMBI,MG
ITAGUARA,MG
ITAIPÉ,MG
ITAJUBÁ,MG
ITAMARANDIBA,MG
ITAMARATI DE MINAS,MG
ITAMBACURI,MG
ITAMBÉ DO MATO DENTRO,MG
ITAMOGI,MG
ITAMONTE,MG
ITANHANDU,MG
ITANHOMI,MG
ITAOBIM,MG
ITAPAGIPE,MG
ITAPECERICA,MG
ITAPEVA,MG
ITATIAIUÇU,MG
ITAÚ DE MINAS,MG
ITAÚNA,MG
ITAVERAVA,MG
ITINGA,MG
ITUETA,MG
ITUIUTABA,MG
ITUMIRIM,MG
ITURAMA,MG
MARUMBI,PR
ITUTINGA,MG
JABOTICATUBAS,MG
JACINTO,MG
JACUÍ,MG
JACUTINGA,MG
JAGUARAÇU,MG
JAÍBA,MG
JAMPRUCA,MG
JANAÚBA,MG
JANUÁRIA,MG
JAPARAÍBA,MG
JAPONVAR,MG
JECEABA,MG
JENIPAPO DE MINAS,MG
JEQUERI,MG
JEQUITAÍ,MG
JEQUITIBÁ,MG
JEQUITINHONHA,MG
JESUÂNIA,MG
JOAÍMA,MG
JOANÉSIA,MG
JOÃO MONLEVADE,MG
JOÃO PINHEIRO,MG
JOAQUIM FELÍCIO,MG
JORDÂNIA,MG
JOSÉ GONÇALVES DE MINAS,MG
JOSÉ RAYDAN,MG
JOSENÓPOLIS,MG
NOVA UNIÃO,MG
JUATUBA,MG
JUIZ DE FORA,MG
JURAMENTO,MG
JURUAIA,MG
JUVENÍLIA,MG
LADAINHA,MG
LAGAMAR,MG
LAGOA DA PRATA,MG
LAGOA DOS PATOS,MG
LAGOA DOURADA,MG
LAGOA FORMOSA,MG
LAGOA GRANDE,MG
LAGOA SANTA,MG
LAJINHA,MG
LAMBARI,MG
LAMIM,MG
LARANJAL,MG
LASSANCE,MG
LAVRAS,MG
LEANDRO FERREIRA,MG
LEME DO PRADO,MG
LEOPOLDINA,MG
LIBERDADE,MG
LIMA DUARTE,MG
LIMEIRA DO OESTE,MG
LONTRA,MG
LUISBURGO,MG
LUISLÂNDIA,MG
LUMINÁRIAS,MG
LUZ,MG
MACHACALIS,MG
MACHADO,MG
MADRE DE DEUS DE MINAS,MG
MALACACHETA,MG
MAMONAS,MG
MANGA,MG
MANHUAÇU,MG
MANHUMIRIM,MG
MANTENA,MG
MARAVILHAS,MG
MAR DE ESPANHA,MG
MARIA DA FÉ,MG
MARIANA,MG
MARILAC,MG
MÁRIO CAMPOS,MG
MARIPÁ DE MINAS,MG
MARLIÉRIA,MG
MARMELÓPOLIS,MG
MARTINHO CAMPOS,MG
MARTINS SOARES,MG
MATA VERDE,MG
MATERLÂNDIA,MG
MATEUS LEME,MG
MATIAS BARBOSA,MG
MATIAS CARDOSO,MG
MATIPÓ,MG
MATO VERDE,MG
MATOZINHOS,MG
MATUTINA,MG
MEDEIROS,MG
MEDINA,MG
MENDES PIMENTEL,MG
MERCÊS,MG
MESQUITA,MG
MINAS NOVAS,MG
MINDURI,MG
MIRABELA,MG
MIRADOURO,MG
MIRAÍ,MG
MIRAVÂNIA,MG
MOEDA,MG
MOEMA,MG
MONJOLOS,MG
MONSENHOR PAULO,MG
MONTALVÂNIA,MG
MONTE ALEGRE DE MINAS,MG
MONTE AZUL,MG
MONTE BELO,MG
MONTE CARMELO,MG
MONTE FORMOSO,MG
MONTE SANTO DE MINAS,MG
MONTES CLAROS,MG
MONTE SIÃO,MG
MONTEZUMA,MG
MORADA NOVA DE MINAS,MG
MORRO DA GARÇA,MG
MORRO DO PILAR,MG
MUNHOZ,MG
MURIAÉ,MG
MUTUM,MG
MUZAMBINHO,MG
NACIP RAYDAN,MG
NANUQUE,MG
NAQUE,MG
NATALÂNDIA,MG
NATÉRCIA,MG
NAZARENO,MG
NEPOMUCENO,MG
NINHEIRA,MG
NOVA BELÉM,MG
NOVA ERA,MG
NOVA LIMA,MG
NOVA MÓDICA,MG
NOVA PONTE,MG
NOVA PORTEIRINHA,MG
NOVA RESENDE,MG
NOVA SERRANA,MG
NOVO CRUZEIRO,MG
NOVO ORIENTE DE MINAS,MG
NOVORIZONTE,MG
OLARIA,MG
OLHOS-D'ÁGUA,MG
OLÍMPIO NORONHA,MG
OLIVEIRA,MG
OLIVEIRA FORTES,MG
ONÇA DE PITANGUI,MG
ORATÓRIOS,MG
ORIZÂNIA,MG
OURO BRANCO,MG
OURO FINO,MG
OURO PRETO,MG
OURO VERDE DE MINAS,MG
PADRE CARVALHO,MG
PADRE PARAÍSO,MG
PAINEIRAS,MG
PAINS,MG
PAI PEDRO,MG
PAIVA,MG
PALMA,MG
PALMÓPOLIS,MG
PAPAGAIOS,MG
PARACATU,MG
PARÁ DE MINAS,MG
PARAGUAÇU,MG
PARAISÓPOLIS,MG
PARAOPEBA,MG
PASSABÉM,MG
PASSA QUATRO,MG
PASSA TEMPO,MG
PASSA-VINTE,MG
PASSOS,MG
PATIS,MG
PATOS DE MINAS,MG
PATROCÍNIO,MG
PATROCÍNIO DO MURIAÉ,MG
PAULA CÂNDIDO,MG
PAULISTAS,MG
PAVÃO,MG
PEÇANHA,MG
PEDRA AZUL,MG
PEDRA BONITA,MG
PEDRA DO ANTA,MG
PEDRA DO INDAIÁ,MG
PEDRA DOURADA,MG
PEDRALVA,MG
PEDRAS DE MARIA DA CRUZ,MG
PEDRINÓPOLIS,MG
PEDRO LEOPOLDO,MG
PEDRO TEIXEIRA,MG
PEQUERI,MG
PEQUI,MG
PERDIGÃO,MG
PERDIZES,MG
PERDÕES,MG
PERIQUITO,MG
PESCADOR,MG
PIAU,MG
PIEDADE DE CARATINGA,MG
PIEDADE DE PONTE NOVA,MG
PIEDADE DO RIO GRANDE,MG
PIEDADE DOS GERAIS,MG
PIMENTA,MG
PINGO-D'ÁGUA,MG
PINTÓPOLIS,MG
PIRACEMA,MG
PIRAJUBA,MG
PIRANGA,MG
PIRANGUÇU,MG
PIRANGUINHO,MG
PIRAPETINGA,MG
PIRAPORA,MG
PIRAÚBA,MG
PITANGUI,MG
PIUMHI,MG
PLANURA,MG
POÇO FUNDO,MG
POÇOS DE CALDAS,MG
POCRANE,MG
PONTE NOVA,MG
PONTO CHIQUE,MG
PONTO DOS VOLANTES,MG
PORTEIRINHA,MG
PORTO FIRME,MG
POTÉ,MG
POUSO ALEGRE,MG
POUSO ALTO,MG
PRADOS,MG
PRATA,MG
PRATÁPOLIS,MG
PRATINHA,MG
PRESIDENTE BERNARDES,MG
PRESIDENTE JUSCELINO,MG
PRESIDENTE KUBITSCHEK,MG
PRESIDENTE OLEGÁRIO,MG
ALTO JEQUITIBÁ,MG
PRUDENTE DE MORAIS,MG
QUARTEL GERAL,MG
QUELUZITO,MG
RAPOSOS,MG
RAUL SOARES,MG
RECREIO,MG
REDUTO,MG
RESENDE COSTA,MG
RESPLENDOR,MG
RESSAQUINHA,MG
RIACHINHO,MG
RIACHO DOS MACHADOS,MG
RIBEIRÃO DAS NEVES,MG
RIBEIRÃO VERMELHO,MG
RIO ACIMA,MG
RIO CASCA,MG
RIO DOCE,MG
RIO DO PRADO,MG
RIO ESPERA,MG
RIO MANSO,MG
RIO NOVO,MG
RIO PARANAÍBA,MG
RIO PARDO DE MINAS,MG
RIO PIRACICABA,MG
RIO POMBA,MG
RIO PRETO,MG
RIO VERMELHO,MG
RITÁPOLIS,MG
ROCHEDO DE MINAS,MG
RODEIRO,MG
ROMARIA,MG
ROSÁRIO DA LIMEIRA,MG
RUBELITA,MG
RUBIM,MG
SABARÁ,MG
SABINÓPOLIS,MG
SACRAMENTO,MG
SALINAS,MG
SALTO DA DIVISA,MG
SANTA BÁRBARA,MG
SANTA BÁRBARA DO LESTE,MG
SANTA BÁRBARA DO MONTE VERDE,MG
SANTA BÁRBARA DO TUGÚRIO,MG
SANTA CRUZ DE MINAS,MG
SANTA CRUZ DE SALINAS,MG
SANTA CRUZ DO ESCALVADO,MG
SANTA EFIGÊNIA DE MINAS,MG
SANTA FÉ DE MINAS,MG
SANTA HELENA DE MINAS,MG
SANTA JULIANA,MG
SANTA LUZIA,MG
SANTA MARGARIDA,MG
SANTA MARIA DE ITABIRA,MG
SANTA MARIA DO SALTO,MG
SANTA MARIA DO SUAÇUÍ,MG
SANTANA DA VARGEM,MG
SANTANA DE CATAGUASES,MG
SANTANA DE PIRAPAMA,MG
SANTANA DO DESERTO,MG
SANTANA DO GARAMBÉU,MG
SANTANA DO JACARÉ,MG
SANTANA DO MANHUAÇU,MG
SANTANA DO PARAÍSO,MG
SANTANA DO RIACHO,MG
SANTANA DOS MONTES,MG
SANTA RITA DE CALDAS,MG
SANTA RITA DE JACUTINGA,MG
SANTA RITA DE MINAS,MG
SANTA RITA DE IBITIPOCA,MG
SANTA RITA DO ITUETO,MG
SANTA RITA DO SAPUCAÍ,MG
SANTA ROSA DA SERRA,MG
SANTA VITÓRIA,MG
SANTO ANTÔNIO DO AMPARO,MG
SANTO ANTÔNIO DO AVENTUREIRO,MG
SANTO ANTÔNIO DO GRAMA,MG
SANTO ANTÔNIO DO ITAMBÉ,MG
SANTO ANTÔNIO DO JACINTO,MG
SANTO ANTÔNIO DO MONTE,MG
SANTO ANTÔNIO DO RETIRO,MG
SANTO ANTÔNIO DO RIO ABAIXO,MG
SANTO HIPÓLITO,MG
SANTOS DUMONT,MG
SÃO BENTO ABADE,MG
SÃO BRÁS DO SUAÇUÍ,MG
SÃO DOMINGOS DAS DORES,MG
SÃO DOMINGOS DO PRATA,MG
SÃO FÉLIX DE MINAS,MG
SÃO FRANCISCO,MG
SÃO FRANCISCO DE PAULA,MG
SÃO FRANCISCO DE SALES,MG
SÃO FRANCISCO DO GLÓRIA,MG
SÃO GERALDO,MG
SÃO GERALDO DA PIEDADE,MG
SÃO GERALDO DO BAIXIO,MG
SÃO GONÇALO DO ABAETÉ,MG
SÃO GONÇALO DO PARÁ,MG
SÃO GONÇALO DO RIO ABAIXO,MG
SÃO GONÇALO DO SAPUCAÍ,MG
SÃO GOTARDO,MG
SÃO JOÃO BATISTA DO GLÓRIA,MG
SÃO JOÃO DA LAGOA,MG
SÃO JOÃO DA MATA,MG
SÃO JOÃO DA PONTE,MG
SÃO JOÃO DAS MISSÕES,MG
SÃO JOÃO DEL REI,MG
SÃO JOÃO DO MANHUAÇU,MG
SÃO JOÃO DO MANTENINHA,MG
SÃO JOÃO DO ORIENTE,MG
SÃO JOÃO DO PACUÍ,MG
SÃO JOÃO DO PARAÍSO,MG
SÃO JOÃO EVANGELISTA,MG
SÃO JOÃO NEPOMUCENO,MG
SÃO JOAQUIM DE BICAS,MG
SÃO JOSÉ DA BARRA,MG
SÃO JOSÉ DA LAPA,MG
SÃO JOSÉ DA SAFIRA,MG
SÃO JOSÉ DA VARGINHA,MG
SÃO JOSÉ DO ALEGRE,MG
SÃO JOSÉ DO DIVINO,MG
SÃO JOSÉ DO GOIABAL,MG
SÃO JOSÉ DO JACURI,MG
SÃO JOSÉ DO MANTIMENTO,MG
SÃO LOURENÇO,MG
SÃO MIGUEL DO ANTA,MG
